timestamp,top_bid_price,top_bid_qty,top_ask_price,top_ask_qty,spread
1747428606.4279845,104385.9,207.97,103492.2,1565.44,-893.6999999999971
1747428606.568512,104385.9,207.97,103492.2,1566.44,-893.6999999999971
1747428606.8367112,104385.9,207.97,103492.2,1566.45,-893.6999999999971
1747428606.8367112,104385.9,207.97,103492.2,1566.45,-893.6999999999971
1747428606.8367112,104385.9,207.97,103492.2,1566.45,-893.6999999999971
1747428606.9774537,104385.9,207.97,103492.2,1566.66,-893.6999999999971
1747428607.0534413,104385.9,207.97,103492.2,1533.11,-893.6999999999971
1747428607.1376765,104385.9,207.97,103492.2,1533.11,-893.6999999999971
1747428607.2216465,104385.9,207.97,103492.2,1455.99,-893.6999999999971
1747428607.3763452,104385.9,207.97,103492.2,1447.53,-893.6999999999971
1747428607.424725,104385.9,207.97,103492.2,1447.54,-893.6999999999971
1747428607.542733,104385.9,207.97,103492.2,1447.33,-893.6999999999971
1747428607.6253414,104385.9,207.97,103492.2,1447.33,-893.6999999999971
1747428607.7229395,104385.9,207.97,103492.2,1447.33,-893.6999999999971
1747428607.8696556,104385.9,207.97,103492.2,1447.33,-893.6999999999971
1747428607.9525864,104385.9,207.97,103492.2,1447.33,-893.6999999999971
1747428608.0215135,104385.9,207.97,103492.2,1447.33,-893.6999999999971
1747428608.1993594,104385.9,207.97,103492.2,1447.34,-893.6999999999971
1747428608.223415,104385.9,207.97,103492.2,1447.34,-893.6999999999971
1747428608.3177676,104385.9,207.97,103492.2,1449.57,-893.6999999999971
1747428608.4480033,104385.9,207.97,103492.2,1417.58,-893.6999999999971
1747428608.5226002,104385.9,207.97,103492.2,1418.52,-893.6999999999971
1747428608.6838832,104385.9,207.97,103492.2,1418.92,-893.6999999999971
1747428608.7233975,104385.9,207.97,103492.2,1418.92,-893.6999999999971
1747428608.82612,104385.9,207.97,103492.2,1418.92,-893.6999999999971
1747428609.0773304,104385.9,207.97,103492.2,1419.13,-893.6999999999971
1747428609.0773304,104385.9,207.97,103492.2,1419.4,-893.6999999999971
1747428609.1271858,104385.9,207.97,103492.2,1419.3,-893.6999999999971
1747428609.2252123,104385.9,207.97,103492.2,1419.3,-893.6999999999971
1747428609.3200426,104385.9,207.97,103492.2,1421.08,-893.6999999999971
1747428609.4349446,104385.9,207.97,103492.2,1421.12,-893.6999999999971
1747428609.525719,104385.9,207.97,103492.2,1421.12,-893.6999999999971
1747428609.6229212,104385.9,207.97,103492.2,1420.55,-893.6999999999971
1747428609.7335966,104385.9,207.97,103492.2,1420.55,-893.6999999999971
1747428609.820579,104385.9,207.97,103492.2,1420.55,-893.6999999999971
1747428609.9253287,104385.9,207.97,103492.2,1419.55,-893.6999999999971
1747428610.230641,104385.9,207.97,103492.2,1152.46,-893.6999999999971
1747428610.230641,104385.9,207.97,103492.2,1150.77,-893.6999999999971
1747428610.230641,104385.9,207.97,103492.2,1151.17,-893.6999999999971
1747428610.3392224,104385.9,207.97,103492.2,1284.72,-893.6999999999971
1747428610.4289496,104385.9,207.97,103492.2,1285.14,-893.6999999999971
1747428610.5142045,104385.9,207.97,103492.2,1285.14,-893.6999999999971
1747428610.6587121,104385.9,207.97,103492.2,1285.14,-893.6999999999971
1747428610.7181666,104385.9,207.97,103492.2,1285.14,-893.6999999999971
1747428610.8104043,104385.9,207.97,103492.2,1284.57,-893.6999999999971
1747428610.9318726,104385.9,207.97,103492.2,1284.78,-893.6999999999971
1747428611.030265,104385.9,207.97,103492.2,1285.62,-893.6999999999971
1747428611.1263382,104385.9,207.97,103492.2,1285.6,-893.6999999999971
