timestamp,top_bid_price,top_bid_qty,top_ask_price,top_ask_qty,spread
1747431057.4056332,104385.9,207.97,103514.4,858.56,-871.5
1747431057.5029993,104385.9,207.97,103514.4,873.64,-871.5
1747431057.6003697,104385.9,207.97,103514.4,873.64,-871.5
1747431057.6937716,104385.9,207.97,103514.4,873.6,-871.5
1747431057.805555,104385.9,207.97,103514.4,873.6,-871.5
1747431057.9000046,104385.9,207.97,103514.4,873.6,-871.5
1747431058.029188,104385.9,207.97,103514.4,687.89,-871.5
1747431058.1052604,104385.9,207.97,103514.4,687.89,-871.5
1747431058.2005515,104385.9,207.97,103514.4,687.89,-871.5
1747431058.2961783,104385.9,207.97,103514.4,687.83,-871.5
1747431058.4071357,104385.9,207.97,103514.4,685.99,-871.5
1747431058.5308545,104385.9,207.97,103514.4,687.32,-871.5
1747431058.7105796,104385.9,207.97,103514.4,687.32,-871.5
1747431058.7105796,104385.9,207.97,103514.4,686.71,-871.5
1747431058.806521,104385.9,207.97,103514.4,686.71,-871.5
1747431058.9017432,104385.9,207.97,103514.4,686.71,-871.5
1747431058.9983256,104385.9,207.97,103514.4,686.68,-871.5
1747431059.093661,104385.9,207.97,103514.4,685.86,-871.5
1747431059.2051754,104385.9,207.97,103514.4,685.36,-871.5
1747431059.3008132,104385.9,207.97,103514.4,684.56,-871.5
1747431059.403738,104385.9,207.97,103514.4,684.65,-871.5
1747431059.5087214,104385.9,207.97,103514.4,684.68,-871.5
1747431059.6073167,104385.9,207.97,103514.4,684.67,-871.5
1747431059.6983247,104385.9,207.97,103514.4,684.68,-871.5
1747431059.876117,104385.9,207.97,103514.4,684.68,-871.5
1747431059.9036102,104385.9,207.97,103514.4,684.68,-871.5
1747431060.0071638,104385.9,207.97,103514.4,684.68,-871.5
1747431060.094301,104385.9,207.97,103514.4,685.16,-871.5
1747431060.2052639,104385.9,207.97,103514.4,685.13,-871.5
1747431060.3004875,104385.9,207.97,103514.4,682.04,-871.5
1747431060.4118361,104385.9,207.97,103514.4,684.51,-871.5
1747431060.5073833,104385.9,207.97,103514.4,684.51,-871.5
1747431060.6044517,104385.9,207.97,103514.4,684.54,-871.5
1747431060.6993935,104385.9,207.97,103514.4,684.54,-871.5
1747431060.7961142,104385.9,207.97,103514.4,684.62,-871.5
1747431060.8933434,104385.9,207.97,103514.4,684.62,-871.5
1747431061.0049133,104385.9,207.97,103514.4,684.63,-871.5
1747431061.1011481,104385.9,207.97,103514.4,684.45,-871.5
1747431061.2093189,104385.9,207.97,103514.4,683.89,-871.5
1747431061.3073595,104385.9,207.97,103514.4,683.17,-871.5
1747431061.4028935,104385.9,207.97,103514.4,682.94,-871.5
1747431061.4981961,104385.9,207.97,103514.4,682.94,-871.5
1747431061.6589558,104385.9,207.97,103514.4,684.87,-871.5
1747431061.7066345,104385.9,207.97,103514.4,684.84,-871.5
1747431061.8030772,104385.9,207.97,103514.4,684.84,-871.5
1747431061.898516,104385.9,207.97,103514.4,684.84,-871.5
1747431062.0097494,104385.9,207.97,103514.4,685.79,-871.5
1747431062.1051178,104385.9,207.97,103514.4,685.79,-871.5
1747431062.2335734,104385.9,207.97,103514.4,685.79,-871.5
1747431062.2981458,104385.9,207.97,103514.4,685.79,-871.5
1747431062.393536,104385.9,207.97,103514.4,685.04,-871.5
1747431062.5046628,104385.9,207.97,103514.4,685.03,-871.5
1747431062.600582,104385.9,207.97,103514.4,683.63,-871.5
1747431062.6956573,104385.9,207.97,103514.4,684.93,-871.5
1747431062.807487,104385.9,207.97,103514.4,684.93,-871.5
1747431062.905071,104385.9,207.97,103514.4,684.93,-871.5
1747431062.9981408,104385.9,207.97,103514.4,644.93,-871.5
1747431063.0935795,104385.9,207.97,103514.4,643.54,-871.5
1747431063.2057228,104385.9,207.97,103514.4,643.24,-871.5
1747431063.334205,104385.9,207.97,103514.4,642.54,-871.5
1747431063.461819,104385.9,207.97,103514.4,639.37,-871.5
1747431063.5094469,104385.9,207.97,103514.4,642.56,-871.5
1747431063.6056597,104385.9,207.97,103514.4,642.54,-871.5
1747431063.7053108,104385.9,207.97,103514.4,642.54,-871.5
1747431063.7966359,104385.9,207.97,103514.4,642.55,-871.5
1747431063.9094133,104385.9,207.97,103514.4,642.64,-871.5
1747431064.050191,104385.9,207.97,103514.4,642.64,-871.5
1747431064.0976064,104385.9,207.97,103514.4,642.64,-871.5
1747431064.19387,104385.9,207.97,103514.4,633.88,-871.5
1747431064.3057597,104385.9,207.97,103514.4,633.98,-871.5
1747431064.4007661,104385.9,207.97,103514.4,633.41,-871.5
1747431064.5450928,104385.9,207.97,103514.4,633.41,-871.5
1747431064.6243894,104385.9,207.97,103514.4,633.45,-871.5
1747431064.7042818,104385.9,207.97,103514.4,633.45,-871.5
1747431064.799246,104385.9,207.97,103514.4,633.45,-871.5
1747431064.8946548,104385.9,207.97,103514.4,633.45,-871.5
1747431065.0065966,104385.9,207.97,103514.4,633.45,-871.5
1747431065.117644,104385.9,207.97,103514.4,633.05,-871.5
1747431065.2772806,104385.9,207.97,103514.4,617.67,-871.5
1747431065.293073,104385.9,207.97,103514.4,632.83,-871.5
1747431065.4053879,104385.9,207.97,103514.4,632.83,-871.5
1747431065.502607,104385.9,207.97,103514.4,632.83,-871.5
1747431065.636636,104385.9,207.97,103514.4,632.83,-871.5
1747431065.8056128,104385.9,207.97,103514.4,632.83,-871.5
1747431065.9013245,104385.9,207.97,103514.4,632.84,-871.5
1747431066.0702052,104385.9,207.97,103514.4,632.84,-871.5
1747431066.1018093,104385.9,207.97,103514.4,632.85,-871.5
1747431066.276789,104385.9,207.97,103514.4,632.62,-871.5
1747431066.3478034,104385.9,207.97,103514.4,632.58,-871.5
1747431066.404453,104385.9,207.97,103514.4,631.99,-871.5
1747431066.500096,104385.9,207.97,103514.4,631.98,-871.5
1747431066.5959527,104385.9,207.97,103514.4,631.98,-871.5
1747431066.7086232,104385.9,207.97,103514.4,632.01,-871.5
1747431066.804857,104385.9,207.97,103514.4,632.01,-871.5
1747431066.9005423,104385.9,207.97,103514.4,632.01,-871.5
1747431067.0132072,104385.9,207.97,103514.4,632.01,-871.5
1747431067.0936654,104385.9,207.97,103514.4,631.01,-871.5
1747431067.2048705,104385.9,207.97,103514.4,622.76,-871.5
1747431067.2999425,104385.9,207.97,103514.4,630.7,-871.5
1747431067.3955894,104385.9,207.97,103514.4,630.67,-871.5
1747431067.5085921,104385.9,207.97,103514.4,630.67,-871.5
1747431067.604352,104385.9,207.97,103514.4,630.67,-871.5
1747431067.7483377,104385.9,207.97,103514.4,630.7,-871.5
1747431067.7960477,104385.9,207.97,103514.4,630.7,-871.5
1747431067.9079535,104385.9,207.97,103514.4,630.7,-871.5
1747431068.0044055,104385.9,207.97,103514.4,630.7,-871.5
1747431068.1066265,104385.9,207.97,103514.4,630.71,-871.5
1747431068.2329252,104385.9,207.97,103514.4,630.71,-871.5
1747431068.3226042,104385.9,207.97,103514.4,630.59,-871.5
1747431068.4069388,104385.9,207.97,103514.4,629.98,-871.5
1747431068.49721,104385.9,207.97,103514.4,629.97,-871.5
1747431068.5917222,104385.9,207.97,103514.4,629.97,-871.5
1747431068.7025642,104385.9,207.97,103514.4,630.0,-871.5
1747431068.7978203,104385.9,207.97,103514.4,629.92,-871.5
1747431068.8928502,104385.9,207.97,103514.4,629.93,-871.5
1747431069.0049825,104385.9,207.97,103514.4,640.01,-871.5
1747431069.1006238,104385.9,207.97,103514.4,638.64,-871.5
1747431069.2011604,104385.9,207.97,103514.4,636.77,-871.5
1747431069.2925255,104385.9,207.97,103514.4,636.17,-871.5
1747431069.4035692,104385.9,207.97,103514.4,636.17,-871.5
1747431069.4989824,104385.9,207.97,103514.4,621.12,-871.5
1747431069.6259253,104385.9,207.97,103514.4,624.47,-871.5
1747431069.7065094,104385.9,207.97,103514.4,636.18,-871.5
1747431069.8017266,104385.9,207.97,103514.4,636.18,-871.5
1747431069.90091,104385.9,207.97,103514.4,636.18,-871.5
1747431070.0071068,104385.9,207.97,103514.4,636.18,-871.5
1747431070.2533646,104385.9,207.97,103514.4,636.18,-871.5
1747431070.2636554,104385.9,207.97,103514.4,636.18,-871.5
1747431070.2965128,104385.9,207.97,103514.4,636.12,-871.5
1747431070.4098682,104385.9,207.97,103514.4,635.52,-871.5
1747431070.4914753,104385.9,207.97,103514.4,620.47,-871.5
1747431070.6076398,104385.9,207.97,103514.4,608.77,-871.5
1747431070.699364,104385.9,207.97,103514.4,620.5,-871.5
1747431070.7966251,104385.9,207.97,103514.4,620.5,-871.5
1747431070.897994,104385.9,207.97,103514.4,620.5,-871.5
1747431071.0057805,104385.9,207.97,103514.4,620.31,-871.5
1747431071.1006532,104385.9,207.97,103514.4,618.78,-871.5
1747431071.1982121,104385.9,207.97,103514.4,618.78,-871.5
1747431071.403295,104385.9,207.97,103514.4,618.04,-871.5
1747431071.403295,104385.9,207.97,103514.4,616.98,-871.5
1747431071.4994893,104385.9,207.97,103514.4,616.96,-871.5
1747431071.6104884,104385.9,207.97,103514.4,616.96,-871.5
1747431071.708009,104385.9,207.97,103514.4,616.96,-871.5
1747431071.8006992,104385.9,207.97,103514.4,605.23,-871.5
1747431071.9277012,104385.9,207.97,103514.4,605.23,-871.5
1747431072.0073938,104385.9,207.97,103514.4,605.23,-871.5
1747431072.1023498,104385.9,207.97,103514.4,596.71,-871.5
1747431072.1988912,104385.9,207.97,103514.4,632.2,-871.5
1747431072.294919,104385.9,207.97,103514.4,632.17,-871.5
1747431072.4068832,104385.9,207.97,103514.4,616.5,-871.5
1747431072.5568378,104385.9,207.97,103514.4,616.49,-871.5
1747431072.5965245,104385.9,207.97,103514.4,616.49,-871.5
1747431072.7648482,104385.9,207.97,103514.4,631.54,-871.5
1747431072.8050632,104385.9,207.97,103514.4,631.57,-871.5
1747431072.9016361,104385.9,207.97,103514.4,616.52,-871.5
1747431072.9970968,104385.9,207.97,103514.4,631.57,-871.5
1747431073.108711,104385.9,207.97,103514.4,631.57,-871.5
1747431073.2036393,104385.9,207.97,103514.4,626.47,-871.5
1747431073.33247,104385.9,207.97,103514.4,625.87,-871.5
1747431073.3952982,104385.9,207.97,103514.4,624.53,-871.5
1747431073.5066245,104385.9,207.97,103514.4,623.67,-871.5
1747431073.6028883,104385.9,207.97,103514.4,623.67,-871.5
1747431073.747002,104385.9,207.97,103514.4,623.64,-871.5
1747431073.7945783,104385.9,207.97,103514.4,623.59,-871.5
1747431073.9051085,104385.9,207.97,103514.4,623.58,-871.5
1747431074.0010576,104385.9,207.97,103514.4,623.66,-871.5
1747431074.107828,104385.9,207.97,103514.4,623.67,-871.5
1747431074.2068634,104385.9,207.97,103514.4,620.74,-871.5
1747431074.319743,104385.9,207.97,103514.4,620.74,-871.5
1747431074.3969297,104385.9,207.97,103514.4,619.0,-871.5
1747431074.507709,104385.9,207.97,103514.4,618.39,-871.5
1747431074.6037164,104385.9,207.97,103514.4,617.75,-871.5
1747431074.7804358,104385.9,207.97,103514.4,606.12,-871.5
1747431074.7964852,104385.9,207.97,103514.4,606.12,-871.5
1747431074.909055,104385.9,207.97,103514.4,606.12,-871.5
1747431075.004366,104385.9,207.97,103514.4,606.08,-871.5
1747431075.099507,104385.9,207.97,103514.4,606.08,-871.5
1747431075.1949387,104385.9,207.97,103514.4,606.07,-871.5
1747431075.3066766,104385.9,207.97,103514.4,607.54,-871.5
1747431075.4071124,104385.9,207.97,103514.4,607.54,-871.5
1747431075.5616956,104385.9,207.97,103514.4,607.54,-871.5
1747431075.6090143,104385.9,207.97,103514.4,607.6,-871.5
1747431075.7042043,104385.9,207.97,103514.4,607.6,-871.5
1747431075.8004396,104385.9,207.97,103514.4,607.63,-871.5
1747431075.8985147,104385.9,207.97,103514.4,607.63,-871.5
1747431076.0054045,104385.9,207.97,103514.4,607.63,-871.5
1747431076.1323924,104385.9,207.97,103514.4,607.63,-871.5
1747431076.1961262,104385.9,207.97,103514.4,607.63,-871.5
1747431076.3078094,104385.9,207.97,103514.4,607.63,-871.5
1747431076.4043906,104385.9,207.97,103514.4,607.63,-871.5
1747431076.4990966,104385.9,207.97,103514.4,607.63,-871.5
1747431076.5935047,104385.9,207.97,103514.4,607.63,-871.5
1747431076.711234,104385.9,207.97,103514.4,606.63,-871.5
1747431076.8004184,104385.9,207.97,103514.4,606.71,-871.5
1747431076.8957746,104385.9,207.97,103514.4,606.71,-871.5
1747431077.0076122,104385.9,207.97,103514.4,606.71,-871.5
1747431077.1041126,104385.9,207.97,103514.4,606.69,-871.5
1747431077.215466,104385.9,207.97,103514.4,606.69,-871.5
1747431077.295118,104385.9,207.97,103514.4,607.1,-871.5
1747431077.4067497,104385.9,207.97,103514.4,607.07,-871.5
1747431077.5031602,104385.9,207.97,103514.4,607.07,-871.5
1747431077.598306,104385.9,207.97,103514.4,607.07,-871.5
1747431077.7099402,104385.9,207.97,103514.4,607.07,-871.5
1747431077.8080761,104385.9,207.97,103514.4,607.11,-871.5
1747431077.9013221,104385.9,207.97,103514.4,607.01,-871.5
1747431077.9971764,104385.9,207.97,103514.4,607.01,-871.5
1747431078.1081445,104385.9,207.97,103514.4,607.01,-871.5
1747431078.2034197,104385.9,207.97,103514.4,606.86,-871.5
1747431078.3052845,104385.9,207.97,103514.4,606.94,-871.5
1747431078.4091468,104385.9,207.97,103514.4,607.12,-871.5
1747431078.50551,104385.9,207.97,103514.4,804.63,-871.5
1747431078.6002095,104385.9,207.97,103514.4,804.63,-871.5
1747431078.6963556,104385.9,207.97,103514.4,804.62,-871.5
1747431078.8078659,104385.9,207.97,103514.4,804.54,-871.5
1747431078.9047186,104385.9,207.97,103514.4,804.58,-871.5
1747431079.0008492,104385.9,207.97,103514.4,804.67,-871.5
1747431079.108359,104385.9,207.97,103514.4,804.67,-871.5
1747431079.2079222,104385.9,207.97,103514.4,804.68,-871.5
1747431079.3038723,104385.9,207.97,103514.4,804.68,-871.5
1747431079.399031,104385.9,207.97,103514.4,804.61,-871.5
1747431079.4955647,104385.9,207.97,103514.4,804.61,-871.5
1747431079.607072,104385.9,207.97,103514.4,804.61,-871.5
1747431079.7021778,104385.9,207.97,103514.4,804.61,-871.5
1747431079.797362,104385.9,207.97,103514.4,804.61,-871.5
1747431079.8921902,104385.9,207.97,103514.4,804.65,-871.5
1747431080.0030715,104385.9,207.97,103514.4,804.45,-871.5
1747431080.1066122,104385.9,207.97,103514.4,804.45,-871.5
1747431080.1939945,104385.9,207.97,103514.4,804.45,-871.5
1747431080.3074446,104385.9,207.97,103514.4,804.38,-871.5
1747431080.403711,104385.9,207.97,103514.4,804.42,-871.5
1747431080.5062075,104385.9,207.97,103514.4,804.42,-871.5
1747431080.59322,104385.9,207.97,103514.4,797.39,-871.5
1747431080.705831,104385.9,207.97,103514.4,797.35,-871.5
1747431080.7990563,104385.9,207.97,103514.4,797.35,-871.5
1747431080.8991854,104385.9,207.97,103514.4,797.39,-871.5
1747431081.0069807,104385.9,207.97,103514.4,797.39,-871.5
1747431081.10207,104385.9,207.97,103514.4,797.39,-871.5
1747431081.1970944,104385.9,207.97,103514.4,797.39,-871.5
1747431081.2940955,104385.9,207.97,103514.4,797.33,-871.5
1747431081.4057322,104385.9,207.97,103514.4,798.97,-871.5
1747431081.501306,104385.9,207.97,103514.4,798.97,-871.5
1747431081.6459386,104385.9,207.97,103514.4,798.97,-871.5
1747431081.6986647,104385.9,207.97,103514.4,798.93,-871.5
1747431081.8059218,104385.9,207.97,103514.4,798.93,-871.5
1747431081.9017513,104385.9,207.97,103514.4,798.93,-871.5
1747431081.9978662,104385.9,207.97,103514.4,798.96,-871.5
1747431082.109086,104385.9,207.97,103514.4,798.96,-871.5
1747431082.2205634,104385.9,207.97,103514.4,798.96,-871.5
1747431082.3007016,104385.9,207.97,103514.4,798.94,-871.5
1747431082.3965354,104385.9,207.97,103514.4,798.94,-871.5
1747431082.5081577,104385.9,207.97,103514.4,798.98,-871.5
1747431082.604858,104385.9,207.97,103514.4,798.98,-871.5
1747431082.701078,104385.9,207.97,103514.4,798.98,-871.5
1747431082.7961574,104385.9,207.97,103514.4,798.98,-871.5
1747431082.9077175,104385.9,207.97,103514.4,798.98,-871.5
1747431083.003405,104385.9,207.97,103514.4,844.43,-871.5
1747431083.0989637,104385.9,207.97,103514.4,844.4,-871.5
1747431083.1961062,104385.9,207.97,103514.4,844.4,-871.5
1747431083.3081293,104385.9,207.97,103514.4,844.4,-871.5
1747431083.403949,104385.9,207.97,103514.4,844.4,-871.5
1747431083.4992568,104385.9,207.97,103514.4,844.4,-871.5
1747431083.5944014,104385.9,207.97,103514.4,844.37,-871.5
1747431083.7061195,104385.9,207.97,103514.4,844.37,-871.5
1747431083.804158,104385.9,207.97,103514.4,844.37,-871.5
1747431083.8969078,104385.9,207.97,103514.4,844.29,-871.5
1747431084.1414983,104385.9,207.97,103514.4,844.37,-871.5
1747431084.1414983,104385.9,207.97,103514.4,844.41,-871.5
1747431084.2029905,104385.9,207.97,103514.4,844.42,-871.5
1747431084.2981079,104385.9,207.97,103514.4,844.33,-871.5
1747431084.4091341,104385.9,207.97,103514.4,839.53,-871.5
1747431084.504681,104385.9,207.97,103514.4,839.53,-871.5
1747431084.6158037,104385.9,207.97,103514.4,839.54,-871.5
1747431084.6947112,104385.9,207.97,103514.4,839.54,-871.5
1747431084.8059905,104385.9,207.97,103514.4,839.54,-871.5
1747431084.901383,104385.9,207.97,103514.4,839.54,-871.5
1747431085.0600548,104385.9,207.97,103514.4,839.54,-871.5
1747431085.1081235,104385.9,207.97,103514.4,839.36,-871.5
1747431085.2844248,104385.9,207.97,103514.4,839.36,-871.5
1747431085.3001614,104385.9,207.97,103514.4,839.36,-871.5
1747431085.396323,104385.9,207.97,103514.4,839.36,-871.5
1747431085.5076177,104385.9,207.97,103514.4,839.36,-871.5
1747431085.6037436,104385.9,207.97,103514.4,873.11,-871.5
1747431085.7007635,104385.9,207.97,103514.4,839.36,-871.5
1747431085.843735,104385.9,207.97,103514.4,839.36,-871.5
1747431085.9079387,104385.9,207.97,103514.4,839.36,-871.5
1747431086.0075333,104385.9,207.97,103514.4,839.36,-871.5
1747431086.1031632,104385.9,207.97,103514.4,837.04,-871.5
1747431086.1987503,104385.9,207.97,103514.4,839.46,-871.5
1747431086.2959049,104385.9,207.97,103514.4,839.41,-871.5
1747431086.452645,104385.9,207.97,103514.4,839.34,-871.5
1747431086.4995744,104385.9,207.97,103514.4,839.34,-871.5
1747431086.595004,104385.9,207.97,103514.4,839.34,-871.5
1747431086.7059996,104385.9,207.97,103514.4,839.34,-871.5
1747431086.800715,104385.9,207.97,103514.4,839.34,-871.5
1747431086.895881,104385.9,207.97,103514.4,839.34,-871.5
1747431087.0730894,104385.9,207.97,103514.4,839.34,-871.5
1747431087.1059175,104385.9,207.97,103514.4,839.34,-871.5
1747431087.1989515,104385.9,207.97,103514.4,839.34,-871.5
1747431087.3105483,104385.9,207.97,103514.4,839.34,-871.5
1747431087.4067607,104385.9,207.97,103514.4,840.37,-871.5
1747431087.6293378,104385.9,207.97,103514.4,840.37,-871.5
1747431087.6293378,104385.9,207.97,103514.4,840.37,-871.5
1747431087.7087553,104385.9,207.97,103514.4,840.44,-871.5
1747431087.8039198,104385.9,207.97,103514.4,840.44,-871.5
1747431087.899416,104385.9,207.97,103514.4,840.44,-871.5
1747431087.9961224,104385.9,207.97,103514.4,840.44,-871.5
1747431088.1088874,104385.9,207.97,103514.4,840.41,-871.5
1747431088.220937,104385.9,207.97,103514.4,840.41,-871.5
